,Job Title,Company,Rating,Location,City,State,Salary Estimate,Min Salary (Thousands),Max Salary (Thousands),Average Salary (Thousands),Size,Industry,Job Description,Seniority
469,Data Analyst,VanderHouwen,4.3,"Hillsboro, OR",Hillsboro,OR,$63K - $115K (Glassdoor est.),63,115,89.0,201 to 500 Employees,Business Services,"Data Analyst
Our client is seeking a Data Analyst for their team in Hillsboro, Oregon.

Responsibilities:
Performs technical analytics related to advanced data analysis, data mining, and source to target mapping.
Creates and maintains complex context process and system diagrams.
Work with remote groups such as vendors, other company facilities, and or departments to gather and document tactical requirements from the business.
Conforms to standards, processes, and policies.
Applies global process standards to regional technology solutions.
Works with systems personnel to implement design.
Participates in development of project plan/timeline.
Provides input into project management.
Communicates project status to management.
Participates in change management at department and end user level.
May create reports and consult on best practice configuration of systems.
May configure packaged solutions to unique and complex business requirements.
Communicate and document system changes to the business.
Translate system functionality into business relevant language.
Leads and participates in SME discussions.
Benefits
Benefits are available to eligible VanderHouwen contractors and include coverage for medical, dental, vision, life insurance, short and long term disability, and matching 401k.

About VanderHouwen
VanderHouwen is an award-winning, Women-Owned, WBENC certified professional staffing firm. Founded in 1987, VanderHouwen has been successfully placing experienced professionals throughout the Pacific Northwest and nationwide. Our recruitment teams are highly specialized in either Technology and IT, Engineering, or Accounting and Finance career markets. Our recruiters value building meaningful, professional relationships with each candidate as well as developing honed knowledge of companies' staffing needs and workplaces. Partner with us to land your next exciting career.

VanderHouwen is an Equal Opportunity Employer and participates in E-Verify. VanderHouwen does not discriminate on the basis of race, color, religion, sex, national origin, age, disability, or any other characteristic protected by applicable local, state or federal civil rights laws.",mid-level
470,Data Analyst,ManTech,4.3,"Herndon, VA",Herndon,VA,$63K - $115K (Glassdoor est.),63,115,89.0,5001 to 10000 Employees,Business Services,"Secure our Nation, Ignite your Future

Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, youll help protect our national security while working on innovative projects that offer opportunities for advancement. Currently, ManTech is seeking a motivated, career and customer-oriented Data Analyst to join our team.

Position Summary: This role will report into the VP, Analytics, Automation and AI (A3) for the Innovation Capabilities Office. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will monitor performance and quality control plans to identify improvements across the Analytics, Automation and AI (A3) organization as a part of the wider Innovation Capabilities Office.

Essential Duties and Responsibilities:
Support the A3 TFA team with delivery of commercial targets for existing business expansion and new business through R&D and capability developments
Develop reports to help support data analysis for continuous improvement of business processes in support of A3 growth metrics
Maintain and develop good relationships across the TFA members, matrixed team members, leadership and with client and internal customers and stakeholders
Maintains tools and develops processes to support internal and external stakeholders to achieve win-win solutions for designated customers
This position will interface with internal ICO teams to bridge the gap between A3 data management and data operations and customer needs
Drive various projects to generate additional revenue or process improvement supporting R&D projects and the A3 leaders
Create and conduct best practices sharing with other teams where and when relevant
Generate new ideas through close collaboration with business unit leaders to satisfy unmet client needs, specially related to the respective vertical
Primary Responsibilities
Define document data and reporting processes.
Interpret data, analyze results using statistical techniques and provide ongoing reports.
Develop and implement databases, ServiceNow R&D tracking, SharePoint, data collection systems, data analytics and other strategies that optimize delivery and operational efficiency and quality.
Acquire data from primary or secondary data sources to maintain R&D accuracy and compile reports.
Work with management to prioritize business and information needs.
Execute the production and delivery of reports throughout the A3 organization.
Troubleshoot data integrity issues, analyze data for completeness to meet business needs, and propose solutions and recommendations.
Continually analyze the reporting outputs to improve the effectiveness of our deliveries in both accuracy and clarity to the business on A3 growth and innovation metrics.
Assist in creating A3 win collateral and dashboards reports for both internal and external use.
Articulately and concisely explain the implications of complex data.
Assist in driving BD related training programs and sales org outreach to manage cultural messaging on A3 TFA capabilities
Creates documents in compliance with government requirements.
Work closely in support of Data Governance special projects
Interpret data, analyze results using statistical techniques and provide ongoing reports
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities
Completes assigned tasks that are technically correct, thoroughly self-checked for quality control, meet the requirements of the contract, and are submitted according to the agreed upon schedule.
Other duties and responsibilities may be assigned as required
Basic Qualifications:
2-3 years of proven working experience as a data analyst or business data analyst
Excellent interpersonal and communication skills
Willingness to accept responsibility and accountabilities
Strong Analytical skills
Working experience with SQL
Working experience with SharePoint support
Consistent ability to meet and adhere to deadlines
Able to deliver under competing priorities in an ever-changing environment adaptable to change and an entrepreneurial mind-set
Thrives in a fast-paced environment with competing priorities
Possesses passion and takes initiative to get ahead of demand and drive to continuously develop and work with creativity and innovation
Strong problem-solving skills and customer service skills
Ambitious and result oriented self-starter with initiative and strong drive
Preferred Qualities [some combination of skills below]:
Experience in Information systems, business, math, statistics, data science or related field Information Collection and Management
Strong experience with data processing and statistical analysis
Excellent technology or math and communication skills
Comprehensive use of computer skills (e.g. Word, Processing, Email, Google Sheets or Excel, Slack, Confluence, JIRA, Scrum, Kanban Boards)
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Education:

Bachelor's
Relevant certifications (in data analytics, or related field)
Technology Experience:
SQL: 1 year (Preferred)
Business Analysis: 1 year (Preferred)
Tableau: 1 year (Preferred)
BI: 1 year (Preferred)
Work Location:
Fully Remote
Occasional business travel may be required post COVID for meetings, or customer / PI support
ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.

If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",mid-level
471,Data Analyst,Jerry,3.7,"Boston, MA",Boston,MA,$63K - $115K (Glassdoor est.),63,115,89.0,51 to 200 Employees,,"We’d love to hear from you if you like:
Start-up energy working with a brilliant and passionate team
Exponential growth (5 straight quarters of 50-100%+ quarter over quarter growth)
Flat structure and access to senior leadership for continuous mentorship
Meritocracy - we promote based on performance, not tenure
Rockstar teammates. You will be working with a strong team with prior work experience at Amazon, Microsoft, NVIDIA, Alibaba, etc.
About jerry.ai:
Jerry.ai is building the first financial platform for your car that helps people optimize the cost and experience of owning a car (making ownership easy & affordable). There are 240M cars in the US alone. For most people, cars are one of the most expensive assets they own and families on average spend 20% of their income on car expenses, making this a massive market.
We have started with helping people optimize the cost of car insurance and our vision is to help people in every aspect of car ownership. Since our product launch, we have been growing really fast for the past 18 months and our users love the product (rating 4.5 in the app store). Jerry.ai is founded by serial entrepreneurs who previously built and scaled YourMechanic (“Uber for car repair,” the nation’s largest on-demand car repair company). We have raised over $50M+ in financing
About the role:
We are looking for a Data Analyst who is passionate about making an impact by owning our core data pipeline that powers our top line metrics. You will be leveraging your data expertise to help evolve data models in various components of the data stack. You will also be working on architecting, building, and launching highly scalable and reliable data pipelines to support the company’s growing data processing and analytics needs. Your efforts will allow access to business and user behavior insights, leveraging the data to fuel other functions such as Analytics, Data Science, Operations and many others.
Responsibilities:
Owner of the core company data pipeline, responsible for scaling up data processing flow to meet the rapid data growth
Consistently evolve data model & data schema based on business and engineering needs
Implement systems tracking data quality and consistency
SQL and MapReduce job tuning to improve data processing performance
Requirements:
B.S. degree in a related discipline.
1+ years of data analysis experience.
Proficient in SQL, especially with Postgres dialect.
Expertise in Python for developing and maintaining data pipeline code.
Experience with BI software (preferably Metabase or Tableau).
Experience with Hadoop (or similar) Ecosystem.
Comfortable working directly with data analytics to bridge business requirements with data engineering",mid-level
472,Senior Technical Data Analyst,Intuit - Data,4.3,"San Diego, CA",San Diego,CA,$63K - $115K (Glassdoor est.),63,115,89.0,5001 to 10000 Employees,Information Technology,"Overview
We are looking for a hands-on Senior Technical Data Analyst who is a creative problem solver with a passion to support and enhance an advanced data toolkit for a business data analytics team. You will work with data engineers, business data analysts, product managers, architects, and designers to mature the technical capabilities of Intuit’s Identity Analytics platform.
As a senior member of the analytics team, you will have a strong track record of combining advanced analytics database design approaches with exceptional knowledge of functional areas to unlock potential for the business data analysts and product managers you support. You will be able to take ownership of complex workflows to translate data from clickstream and transactional data sources to maintain a complete data analytics platform.
This is an exciting time to join the Identity Platform at Intuit as we are building many new cutting-edge capabilities, including an Account Manager as a destination, password-less authentication, phone-based account creation, modern and sophisticated fraud prevention, an Identity graph, and many more. Data is central to Intuit’s decision-making process, and technical analysts are a critical component to unlock data-driven decision making as we look to transform and scale the Identity platform for the future.
What you'll bring
Technical Qualifications
5+ years of experience working on ETL/data pipelines to support analytics use cases
Advanced SQL and data warehousing knowledge
Expertise working with big datasets and optimizing MPP Databases
Knowledge of Hadoop query tools (Hive, Spark)
Familiarity with AWS (Redshift, Athena, and AWS core concepts)
Python/Pandas/ML Experience (nice-to-have)
Tableau/Data Visualization (nice-to-have)
Clickstream data experience (nice-to-have)
Other Qualifications
Excellent problem-solving skills and end-to-end quantitative thinking
Outstanding communications skills with the ability to influence decision makers and build consensus with teams
Proactive and inquisitive learner who seeks out and capitalizes on opportunities for change that enhance the business, rather than reacting to circumstances
Strong organizational skills, time management, accountability, and the ability to manage multiple projects simultaneously to meet objectives and key deadlines
How you will lead
Develop and maintain ETLs from multiple distinct data sources using SQL and a custom data pipeline
Build data load strategies based on functional requirements using technical best practices
Communicate with business data analysts across Intuit to answer technical and functional questions and enable them to access and interpret the data we provide
Interview data consumers to understand requirements, develop functional specifications, and complete delivery of new data pipelines
Seek opportunities to improve the data pipeline and platform, and work with Data Engineers to prioritize, develop, and test these improvements
Pursue data quality, troubleshoot data validation, and see issues to resolution",senior
473,Data Analyst (SQL Developer),Kaplan,3.6,Remote,Remote,Remote,$63K - $115K (Glassdoor est.),63,115,89.0,10000+ Employees,Education,"Job Title
Data Analyst (SQL Developer)
Job Description
Data Analyst (SQL Developer)
This role will be responsible for conceptualizing and developing queries and procedures which will allow our marketing team to make a better use of the data we collect across our eCommerce and CRM ecosystems.

Primary Responsibilities
Review and interpret ongoing business report requirements
Research required data
Build appropriate and useful reporting deliverables
Analyze existing SQL queries for performance improvements
Suggest new queries
Develop procedures and scripts for data migration

Minimum Qualifications
Bachelor's Degree or Equivalent with a focus in BS; or MS in Computer Science or related technical field required.
2+ years of experience or equivalent knowledge in mastering of database management software/tools, including proficiency in SQL query building and report writing
Must be proficient with MSSQL, Oracle or PostgreSQL databases
Familiarity with business objects/Crystal Reports Enterprise Server, scheduling reports
Familiarity with Open Database Connectivity (ODBC) creation/usage
Excellent understanding of T-SQL programming
Good knowledge of HTML and JavaScript
Critical thinker and problem-solving skills
Strong client/stakeholder engagement capabilities
Scrum or Agile methodology experience highly desirable
Excellent attention to detail and complex problem-solving capabilities.
Strong interpersonal and communication skills, with a proven ability to present information clearly and effectively.
Location
Remote/Nationwide, USA
Additional Locations
Employee Type
Employee
Job Functional Area
Development
Business Unit
00091 Kaplan Higher ED
Kaplan is an Equal Opportunity Employer",mid-level
474,Data Analyst,Fraley and Schilling Inc,4.4,"Rushville, IN",Rushville,IN,$63K - $115K (Glassdoor est.),63,115,89.0,501 to 1000 Employees,Transportation & Logistics,"POSITION SUMMARY: This position is a technical role in the Informational Technology department that will create/modify/support SSRS reports, data integrations/transformations and leveraging enterprise data.

ROLES & RESPONSIBILITIES:
Working with Microsoft SQL Server and related technologies to allow the creation and support of data migrations and transformations
Working with team members at all levels of the organization to gather requirements and write reports
Troubleshooting existing SSRS reports as needed
Integrating data from web sites through file download/upload, API calls and/or web services
Accurate and timely completion of special projects as assigned
SKILLS & ABILITIES:
Coding skills in languages such as SQL, Python and/or R
Analytical and problem-solving skills
Knowledge of data gathering, cleansing and transforming techniques
Reporting and data visualization skills
Understanding of data warehousing and ETL techniques
Excellent attention to detail
Strong written/verbal communication skills
Ability to QA and troubleshoot data
Understanding of XML, JSON and CSV
EDUCATION & EXPERIENCE:
Bachelor's Degree in Data Analytics or related field (or equivalent experience)
3 - 5 years of experience writing complex and efficient SQL queries and procedures for Microsoft SQL Server
Prior experience with modern API technologies
Working in a Google Suite environment is preferred, but not required
3 - 5 years of experience in a transportation or logistics company
PHYSICAL DEMANDS:
Must be able to lift up to 15-20 pounds
Sitting at a desk for prolonged periods of time",mid-level
475,Senior Data Analyst,Investor's Business Daily,3.3,"Los Angeles, CA",Los Angeles,CA,$63K - $115K (Glassdoor est.),63,115,89.0,51 to 200 Employees,Media,"Summary
The Senior Data Analyst will support business growth by generating data-driven insights that will inform IBD core business strategies. The individual will collaborate with cross-functional business teams to define, measure and track KPIs. The Senior Data Analyst is responsible for providing analytical support to various business functions through the creation and maintenance of BI reports, presentations, and analytical solutions.
Duties & Responsibilities
Designing, implementing, and maintaining custom reporting and visualizations using BI tools (Tableau, Power BI, etc.)
Execute SQL queries or Python Scripts to extract data from data warehouse and business applications to support reporting and analysis.
Collaborate with cross-functional partners to develop clear and measurable business metrics, track and analyze trends in the KPIs.
Support enterprise data warehouse development and partner with IT to create various tickets and document database structure and data dictionary.
Provide ad-hoc analysis and reporting to other departments.
Communicate data insights and findings with other cross-functional teams.
Required Qualifications
Bachelor degree or higher in related field (Data Science, Computer Science, Mathematics, Physics, Engineering, Statistics, Operations Research, etc.)
3+ years of Business Intelligence or Data Analytics experience
Experience designing custom reporting and visualizations
Ability to run SQL queries or Python scripts to extract data
About Us
Investor’s Business Daily (IBD) is the leader in stock research and education. For over 30 years, IBD has helped countless investors around the world make more money in the market and reach their financial goals. Founded by legendary investor William J. O’Neil with the goal of democratizing stock investing, IBD provides our customers access to the same type of research Wall Street uses to make big profits. All of our products and content are based on the CAN SLIM® Investing System, which uses historical precedent to identify leading stocks before their big price increases. IBD helps our customers succeed in the market with our unparalleled stock research and education. Our customers have access to IBD’s proprietary research, including market-beating stock lists, exclusive stock ratings and powerful investing tools that help them make more profitable trading decisions. In addition, IBD provides customers with world-class investing education that includes complimentary coaching, interactive webinars, videos, IBD University, live workshops and more. IBD reaches investors around the world via our flagship website, Investors.com, our suite of digital products (IBD Digital, MarketSmith, Leaderboard and SwingTrader), mobile apps, a weekly print edition, social media and more. IBD is headquartered in Los Angeles, California.
Investor's Business Daily is an equal opportunity employer. All aspects of employment including the decision to hire, promote, discipline, or discharge, will be based on merit, competence, performance, and business needs. We do not discriminate on the basis of race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law.
Job Type: Full-time
Pay: $81,000.00 - $130,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Ability to Commute/Relocate:
Los Angeles, CA 90066 (Preferred)
Education:
Bachelor's (Required)
Experience:
Data analytics: 3 years (Preferred)
Microsoft Excel: 3 years (Preferred)
Tableau: 3 years (Preferred)
SQL: 3 years (Preferred)
Work Location:
One location
Company's website:
https://www.daicompanies.com/the-dai-companies/
Benefit Conditions:
Only full-time employees eligible
COVID-19 Precaution(s):
Remote interview process",senior
476,Data Analyst,Kala Digital,,Remote,Remote,Remote,$63K - $115K (Glassdoor est.),63,115,89.0,,,"Hi, we're looking for a superstar data specialist, to join our fully remote team.
We're a fast growing software and digital marketing agency, that serves a specific sub-segment of the SME market.
We 're looking for an expert, who will help track and produce the data required to help us make smart long term decisions as we expand globally. We have a wonderful entirely virtual culture and are looking for someone who is passionate about numbers and understands they form an integral part of our strategy.
About Us
We are a growing company with a vibrant & fun culture
High-performance culture with a strong team spirit
Do you want to be a part of a company that will not only provide long term job but will also cultivate your skills and nurture your whole being

Responsibilities

Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and clean data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities

Requirements
Locate and define new process improvement opportunities
Proven working experience as a Data Analyst or Business Data Analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
BS in Mathematics, Economics, Computer Science, Information Management or Statistics

Why Us?

Unlimited Potential
This is an opportunity to really amplify your career. In this role, you will learn, grow, and make a difference!
Incredible Team!
Get to collaborate directly with a seriously high performing, world class team!
Live The Remote Work Life!
We're a fully distributed team
Great work life balance
Work isn't everything and we understand that

Ready To Apply?


If this sounds like you and you and are passionate about numbers then be sure to apply below!
To ensure you've read the whole ad, please ensure you sneak the word in ""exceptional"" somewhere into your application.
We're looking forward to meeting you!",mid-level
477,Data Analyst,Disys India Private Limited,3.5,United States,,,$63K - $115K (Glassdoor est.),63,115,89.0,1001 to 5000 Employees,Information Technology,"Job Description :

Manager Notes
Top Required Skills: Someone who has a Business mindset, understands the business concepts and why are they asking for the report. They can connect the business concepts and relay this ask back to the tech team. On the technical side the only ask is to have them create SQL queries, they are the bridge between the tech team and internal SPS, DB teams. Additionally, experience with database technologies (at least 2) such as Snowflake Oracle, Postgres, SQL Server is a must as well.
Preferred Skills: Exposure to Snowflake (DATA PLATFORM NOT DATA SCHEMA) would be preferred.
Interview Process: Interview with tech panel for 45 mins first and then with MANAGER for 30 mins
About Project/ Team:
Multi year plan of integrating the Data Lake, trying to consolidate the data into one place. There are 79 databases that they are trying to decommission. Some challenges, they can't see the data in one place, some items are hidden, etc.
All the data is participant data, detailed customer data, all the 401k data, all contained within these databases. They are supporting WI and Healthcare only.
They are also enabling the construction of this data to make it consumable. This project needs to be done by 2026 so the timeline is: 2023 - all the data will migrate over and then in 2025 the data then becomes consumable.
Omni Channel is live now. One Stop life-shop has given some Defined Benefits and SPS money to build out these platforms, creating a total service offering to our clients. the spend on this project is over 5 mill through the next 2 years.

JOB DESCRIPTION
This role is responsible understand the business requirements and business concepts, perform systems analysis to identify the True/ alternate sources, map the data attributes to satisfy the business needs. In addition determine the various aspects such as currency, latency, historical, current nature. Systems analyst will work with the business as well as the technology teams to support data modeling and the influence the technology solution.
The Team: The team/ squad will part of a larger chapter which is focused on delivering a state of the art analytics platform. While the initiative is at the CLIENT enterprise level the squad will be focused on the Workplace Investing (WI) Business unit.
The Expertise You Have
Bachelor's degree
10+ years experience in systems analysis for data lake, data warehouses and reporting platforms
Good level of SQL and data profiling experience is a must
Experience with database technologies (at least 2) such as Snowflake Oracle, Postgres, SQL Server a must
Familiarity with Data Models and understanding the same is required
Experience with reporting tools such as Tableau, OBIEE, etc. is a plus
Experience in cloud technologies is a plus

The Skills You Bring
Must be a great team player
Must be able to communicate effectively to the squad and chapter leads and to the team members as well
Should possess the ability to understand the business concepts and relate it to the technical solutions
Should possess an open mindset, help team grow and a quick learner in case of new technologies

The Value You Deliver
Analytical and problem skills that help define better requirements to deliver business value
Articulating a business problem/ requirement in technology terms
Ability to uncover data challenges to the core and help provide alternatives

2.00-5.00 Years",mid-level
478,Data Analyst Supporting the FBI,Forfeiture Support Associates,3.3,"Chelsea, MA",Chelsea,MA,$63K - $115K (Glassdoor est.),63,115,89.0,1001 to 5000 Employees,Business Services,"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA Federal, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Federal Bureau of Investigation (FBI).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Accurately enters required data into one or more databases, documents, or spreadsheets.
Establishes and maintains physical files.
Keeps track of case file status in order to ensure compliance with established deadlines.
Coordinates requests for additional information as needed.
Selects relevant information from a variety of sources in order to prepare documents, reports, summaries, and replies to inquiries, ensuring accuracy and proper format of the information provided.
Performs word processing relevant to case.
Provides accurate and timely status updates.
Performs other duties as assigned.
NOTE: Applicants with an Active TS Clearance preferred . Also, this position is administrative and clerical in nature, therefore applicants with experience as an administrative assistant or legal assistant are preferred.

Requirements

High School diploma or GED, Undergraduate degree preferred
Ability to grasp and understand the organization and functions of the customer
Meticulous data entry skills
Excellent communication skills; oral and written
Competence to review, interpret, and evaluate complex legal and non-legal documents
Attention to detail and the ability to read and follow directions is extremely important
Strong organizational and prioritization skills
Experience with the Microsoft Office suite of applications (Excel, PowerPoint, Word) and other common software applications, to include databases, intermediate skills preferred
Proven commitment and competence to provide excellent customer service; positive and flexible
Ability to work in a team environment and maintain a professional disposition
This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The mission of the Federal Bureau of Investigation (FBI) is to protect the American people and uphold the Constitution of the United States. FBI investigates a broad range of criminal violations, integrating the use of asset forfeiture into its overall strategy to eliminate targeted criminal enterprises. The FBI has successfully used asset forfeiture in White Collar Crime, Organized Crime, Drug, Violent Crime and Terrorism investigations.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",mid-level
479,Data Analyst,Woolpert,4.4,United States,,,$63K - $115K (Glassdoor est.),63,115,89.0,501 to 1000 Employees,Business Services,"The Data Analysts role is to design data modeling/analysis services used to mine enterprise systems and applications for knowledge and information that enhance business processes. This individual is also responsible for assisting in building, deploying, and maintaining data support tools, reports, metadata inventories, and definitions for database file/table creation.

Responsibilities

Strategy & Planning
Devise, develop, and deploy required data queries and reports in response to business user needs.
In conjunction with data owners and department managers, develop data models and protocols for mining production databases.
Identify research questions, problem solve using data analysis, and communicate the results to various stakeholders

Operational Management
Work with application development staff to coordinate the creation and management of data queries.
Collaborate with unit managers, end users, development staff, and other stakeholders to integrate data management applications with existing systems.
Develop, implement, and maintain change control and testing processes for modifications to data models.
Develop routines for end users to facilitate best-practice use of data management tools.
Collaborate with database and disaster recovery administrators to ensure effective protection and integrity of data assets.
Monitor data management system details within the database, including stored procedures and execution time, and implement efficiency improvements.

Position Requirements

Formal Education & Certification
College diploma or university degree in the field of computer science, databases or statistics, and/or 2-5 years of experience working with Microsoft Business Intelligence tools

Knowledge & Experience

Must Have:

Strong understanding of data models, structures, theories, principles, and practices.
Excellent knowledge of data modeling tools specifically: Power BI, SQL Analysis Services
Strong familiarity with data preparation, processing, classification, and forecasting.
Working technical experience with relational database servers, especially Microsoft SQL Server
Strong ability in TSQL Programming
Direct queries
Stored Procedures
ViewsNice to Have:

Familiarity with Microsoft Azure stack of data tools including Data Factory, Data Bricks, Data Lake, DevOps
Direct experience with data management techniques.
Involvement in agile projects and experience communicating with various stakeholders
Experience with Python Programming
Experience working in a team-oriented, collaborative environment.
Experience working with Microsoft Dynamics and Common Data Service

Personal Attributes
Strong technical documentation skills.
Ability to conduct research into data management issues, practices, and products as required.
Ability to present ideas in a user-friendly language.
Highly self-motivated and self-directed.
Proven analytical and problem-solving abilities.
Ability to effectively prioritize and execute tasks in a high-pressure environment.
Strong customer service orientation.",mid-level
480,Data Analyst,Clements Worldwide,3.2,"Washington, DC",Washington,DC,$63K - $115K (Glassdoor est.),63,115,89.0,51 to 200 Employees,Insurance,"Job Title: Data Analyst
Department: Information Technology
Reports to: Manager, IT
Location: Washington, D.C.
FLSA Status: Exempt
Date: February 10, 2021
Requisition#: 20-0030
SUMMARY OF THE ROLE


The Data Analyst is a key contributor to the successful delivery of business intelligence information to the entire organization. This role is responsible for eliciting data business requirements, collecting and identifying datasets, and the subsequent development of technical solutions.

ESSENTIAL DUTIES AND RESPONSIBILITIES (includes, but not limited to)
Capture business requirements to understand reporting and visualization needs.
Guide and coach business stakeholders through the requirement gathering process.
Utilize a repeatable approach, cohesive framework, and industry standards with an emphasis on the data visualization tool (Power BI) as core development tool.
Convert business requirements to technical requirements.
Act as the primary interface to the business and other technical teams Build an understanding of the different available systems and data sources.
Acquire data from various data sources (SQL, Oracle and Excel).
Develop and implement relevant data analysis, and data collection systems to analyze complex data sets.
Work with both structured and unstructured data to provide requested business intelligence.
Build queries needed to extract requested information.
Create reports for internal teams and external clients.
Collaborate with team members to collect and analyze data.
Enhance and maintain an existing data warehouse.
Perform extensive data validation/quality assurance analysis within large datasets.
Build proactive data validation automation to catch data integrity issues.
Facilitate meetings and workshops, with user staff during system investigations and throughout subsequent development work.
Address business requests using data mining and business analysis tools (Power BI, SQL, Azure).
Develop business, financial, and marketing performance metrics, reports, and dashboards.
REQUIRED EDUCATION AND EXPERIENCE
Bachelor’s Degree in Information Systems or related; or equivalent experience.
Minimum three (3) years of experience in data analytics structures, theories, and methodologies.
Minimum three (3) years of experience in MS SQL, NoSQL, REST API, JSON.
Experience and working knowledge with analytics and data visualization tools (PowerBI, Tableau, Domo, etc.).
Proficiency in Microsoft Excel.
REQUIRED SKILLS/ABILITIES
Strong knowledge in business intelligence, data science development and implementation, data architecture, data visualization, manipulation, ETL layers, and performance tuning.
Deep theoretical and practical knowledge of the Systems Development Life Cycle (SDLC) activities specific to data with a strong emphasis on customer service both internal and external.
Proven ability to work cross functionally to drive the accurate capture of requirements, resolving and closing issues and information shortfall as and when they appear.
Ability to develop user-facing reports using (Power BI, Tableau etc.).
Proficiency with queries, report writing and presenting findings.
Knowledge of data warehousing and ETL techniques.
Excellent oral and written communication skills with customers and peers.
Ability and willingness to learn new technologies and apply them effectively.
Ability to analyze problems and come up with innovative solutions in a timely manner.
Adapt in a rapidly changing environment.
Work effectively with minimal supervision.
Strong organizational and process management skills.
THE IDEAL CANDIDATE WILL ALSO HAVE
Experience in an Insurance environment
TO APPLY:


Please send a resume to hr@clements.com. Include the job title in the subject line of the email.",mid-level
